event_id,match_id,season_id,team_id,team_name,player_id,player_name,period,minute,second,play_pattern,location_x,location_y,distance_to_goal,angle_to_goal,n_teammates_in_frame,n_opponents_in_frame,keeper_x,keeper_y,under_pressure,first_time,open_goal,aerial_won,body_part_Head,body_part_Left Foot,body_part_Other,body_part_Right Foot,technique_Backheel,technique_Diving Header,technique_Half Volley,technique_Lob,technique_Normal,technique_Overhead Kick,technique_Volley,shot_type_Corner,shot_type_Free Kick,shot_type_Open Play,shot_type_Penalty
3279d551-1101-48c8-9a30-5bf8890ac46a,8650,3,781,Brazil,5837,Douglas Costa de Souza,2,69,23,Regular Play,-1.1538461538461537,1.265377855887522,1.2491581082439502,-0.6031156405307971,-0.3333333333333333,-0.5,-0.13333333333333522,0.37037037037036996,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
09ad21d2-3877-4689-b80f-692db678e99a,8650,3,781,Brazil,5837,Douglas Costa de Souza,2,70,52,From Free Kick,-0.7692307692307693,1.1247803163444638,0.8455049992979459,-0.6384114605772133,0.3333333333333333,-0.5,0.5333333333333314,0.37037037037036996,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4aa201db-54ad-4feb-9b29-d352c4bafb75,8650,3,781,Brazil,5837,Douglas Costa de Souza,2,74,27,Regular Play,0.3076923076923077,1.265377855887522,0.21547334767611007,-1.1548875401499545,-0.6666666666666666,-0.5,-0.8000000000000019,2.22222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b695d557-7cb4-4e92-8a42-daf2aa6ec9c2,8650,3,781,Brazil,4320,Neymar da Silva Santos Junior,2,74,28,From Counter,0.23076923076923078,0.35149384885764495,-0.4340294923173804,-0.46320182830192286,-0.6666666666666666,-0.5,-0.8000000000000019,1.11111111111111,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
449f1129-de28-45c2-8beb-7ba0701b1950,8650,3,781,Brazil,5553,Renato Soares de Oliveira Augusto,2,75,20,Regular Play,0.38461538461538464,0.14059753954305798,-0.652624405392373,-0.2374152091776743,-0.3333333333333333,-0.5,0.5333333333333314,0.37037037037036996,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c3b233d0-1b41-41ef-86ed-46882d9fe78d,8650,3,781,Brazil,3535,Roberto Firmino Barbosa de Oliveira,2,77,46,Regular Play,0.38461538461538464,-0.7029876977152899,-0.32940185614220946,0.9098204915526548,-0.6666666666666666,-0.5,0.5333333333333314,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
318c0fe3-bfbd-476f-9899-e26692c84c46,8650,3,781,Brazil,5553,Renato Soares de Oliveira Augusto,2,80,1,From Counter,-0.3076923076923077,0.14059753954305798,0.026116892269200623,-0.12014375066849085,-0.6666666666666666,-1.0,-0.13333333333333522,0.7407407407407399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78687033-cad6-4ae8-a24e-5c2214bf4840,8650,3,781,Brazil,3501,Philippe Coutinho Correia,2,83,26,Regular Play,0.07692307692307693,-0.49209138840070293,-0.2293071180483248,0.536286453272393,-0.6666666666666666,-0.5,1.1999999999999982,0.37037037037036996,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c707713d-21cf-4bd2-b031-35ddfd5d4774,8650,3,781,Brazil,3501,Philippe Coutinho Correia,2,91,46,Regular Play,-0.7692307692307693,-0.21089630931458697,0.48994878940905645,0.13501582003156382,0.3333333333333333,0.5,0.5333333333333314,0.7407407407407399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f78a1e10-1ee9-4a43-b114-e0f01961f7d3,8650,3,781,Brazil,4320,Neymar da Silva Santos Junior,2,93,14,From Free Kick,-0.6153846153846154,-0.07029876977152899,0.3247482466519725,0.04931737033948344,0.3333333333333333,0.5,1.1999999999999982,0.37037037037036996,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7faf5d88-7884-4de5-8ad5-e991c35d2a03,8650,3,781,Brazil,3535,Roberto Firmino Barbosa de Oliveira,2,93,46,From Corner,0.6923076923076923,0.14059753954305798,-0.9453345302347119,-0.41312679655779344,0.6666666666666666,0.5,1.1999999999999982,0.7407407407407399,1.0,0.0,0.0,1.0,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bef9880f-edb1-4273-b64a-60135723f2f8,7584,3,778,Japan,5684,Shinji Kagawa,1,0,54,From Throw In,-0.6153846153846154,0.49209138840070293,0.4059781203375956,-0.3344618283690168,0.3333333333333333,-0.5,0.5333333333333314,0.7407407407407399,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0a08c24a-d38f-4544-b42a-8c9edffae0e6,7584,3,778,Japan,5682,Gen Shōji,1,9,14,From Free Kick,-2.4615384615384617,0.07029876977152899,2.155963677219098,-0.023599086581977,0.6666666666666666,0.5,-1.4666666666666686,0.37037037037036996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23412d27-945f-4f7d-9289-35503286bc44,7584,3,782,Belgium,5642,Axel Witsel,1,15,13,Regular Play,-0.8461538461538461,-0.49209138840070293,0.6254292207178157,0.2964134577573822,0.6666666666666666,0.5,-1.4666666666666686,-0.7407407407407399,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1f94bca6-77e7-47e2-b5c6-2e0daf9d8713,7584,3,782,Belgium,3101,Vincent Kompany,1,15,58,From Corner,0.38461538461538464,0.773286467486819,-0.2714575277143568,-0.9609426815984524,-0.3333333333333333,0.5,-0.13333333333333522,0.37037037037036996,1.0,0.0,0.0,1.0,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5ac1258d-aeda-45f2-b54a-254a3cc1d138,7584,3,782,Belgium,3289,Romelu Lukaku Menama,1,16,33,From Corner,-0.07692307692307693,0.0,-0.21135410408522462,0.0,-0.3333333333333333,0.5,-0.13333333333333522,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97295482-13b7-4615-8c24-e08245d8dd96,7584,3,782,Belgium,3101,Vincent Kompany,1,17,16,From Corner,0.38461538461538464,0.5623901581722319,-0.43719382241885124,-0.7889366394520355,0.3333333333333333,1.0,-0.13333333333333522,0.37037037037036996,1.0,0.0,0.0,1.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8ef4c51d-fceb-491f-8230-a68473b1a281,7584,3,782,Belgium,3101,Vincent Kompany,1,17,17,From Corner,0.46153846153846156,0.7029876977152899,-0.3788214238037114,-0.97287328894623,0.3333333333333333,1.0,-0.13333333333333522,1.11111111111111,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
3aeca2fe-fbdd-4ef2-98e8-d8ed0f728cc7,7584,3,782,Belgium,3289,Romelu Lukaku Menama,1,20,10,From Throw In,-0.38461538461538464,0.7029876977152899,0.2826243771287861,-0.5260117224445732,0.0,0.5,-1.4666666666666686,0.37037037037036996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4c7fa9c2-dfcd-411f-b9c4-f62a7aaa80da,7584,3,782,Belgium,3289,Romelu Lukaku Menama,1,24,53,Regular Play,0.6153846153846154,0.07029876977152899,-0.8920810876267147,-0.17930670327744178,0.0,0.5,-0.13333333333333522,0.37037037037036996,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12075fef-c8d7-4edf-b8d8-ff57edf0b33d,7584,3,782,Belgium,3089,Kevin De Bruyne,1,26,5,Regular Play,-0.3076923076923077,0.42179261862917394,0.09198890460225,-0.3493338977320897,-0.6666666666666666,-1.5,-0.8000000000000019,0.37037037037036996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
e21e3881-bb77-4c1a-bdab-d4968b439832,7584,3,782,Belgium,3621,Eden Hazard,1,26,32,Regular Play,-0.3076923076923077,-0.9841827768014059,0.38435267412315544,0.7177137182461754,-0.3333333333333333,0.5,-0.8000000000000019,-0.7407407407407399,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
221fc074-9c90-4ede-b7f2-5e56fe6e0012,7584,3,782,Belgium,3101,Vincent Kompany,1,27,26,Regular Play,0.9230769230769231,0.35149384885764495,-0.9453345302347119,-1.2923322799976849,-0.3333333333333333,-0.5,-0.13333333333333522,1.11111111111111,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0
ed3694ee-ca8d-48e0-94cb-12cf88d5ca92,7584,3,778,Japan,5687,Takashi Inui,1,30,31,From Throw In,0.3076923076923077,0.35149384885764495,-0.5029405640590832,-0.5033956405456494,-0.3333333333333333,-0.5,0.5333333333333314,0.37037037037036996,1.0,0.0,0.0,1.0,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a71944da-c48b-41b1-9bc8-c9db17db72c3,7584,3,782,Belgium,3621,Eden Hazard,1,35,35,Regular Play,-0.23076923076923078,-0.49209138840070293,0.047034054341247064,0.4240933828766874,-1.0,-1.5,-2.800000000000002,-0.7407407407407399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
