player_id,player_name,primary_team,competitions_played,n_matches_played,total_minutes_played,shots_p90,np_goals_p90,avg_shot_distance,dribbles_p90,dribble_success_rate,touches_p90,touches_in_box_p90,passes_p90,pass_completion_pct,key_passes_p90,assists_p90,crosses_p90,through_balls_p90,long_balls_p90,avg_pass_length,pressures_p90,tackles_p90,tackle_success_rate,interceptions_p90,interception_success_rate,ball_recoveries_p90,clearances_p90,aerial_won_p90,fouls_committed_p90,fouls_won_p90,avg_location_x,avg_location_y,std_location_x,std_location_y
3339,Asmir Begović,Chelsea,Premier League,17,1472.0,-1.1450324906279508,-0.7335584665654946,0.05053208756897675,-1.1361362630293526,-0.15455478605498763,-1.8315663723588431,-0.9674181758559358,-1.279311513055396,-2.3335599204543778,-1.2370249371978637,-0.8412946854011707,-0.9863303074839346,-0.8127012559390556,1.7377702269544872,3.317306809553048,-2.1220358295976673,-1.807962289111341,0.0025763711481099436,-1.5488097861884091,-0.0038187813659491085,-0.9097573390580768,-1.0618448557252052,-1.275308169628122,-1.8942146925984813,-1.2212765927256175,-2.6319916620584625,0.016597128460543696,-3.136241937857101,-1.8450930488287796
5594,Branislav Ivanović,Chelsea,Premier League,33,3057.0,-0.3324839384869121,-0.3338975625670374,-0.09509233035526962,-0.7617938445920608,-0.6339098645109161,-0.2681895453690312,-0.24902465315390487,0.28144248190346605,0.7423732719857411,-0.6514003478282634,-0.20645631831783823,-0.03757120511012395,-0.8127012559390556,-0.18398820890042114,-0.1554144266326629,-0.43031859066324657,0.4879519230826953,0.42802581335028544,0.21785902550176,-1.0499086573074414,-0.7662214739862917,0.8573654426546854,0.6031231688680696,-0.3023035810738621,-0.684627296350593,0.04403971241950244,1.3977006850653244,1.101899034737632,0.5188572983728392
3456,Kurt Happy Zouma,Chelsea,Premier League,23,2013.0,-0.4399126484889528,-0.43009016464714295,-0.4869473633728014,-0.8834752765166185,-0.6339098645109161,-1.053956126053931,-0.3366993097411196,-0.7001964822981984,0.9248780254795879,-1.2370249371978637,-0.8412946854011707,-0.8346657808043655,-0.8127012559390556,-0.3059907057055159,0.1344948276038856,-1.1314844564489634,-0.5062827202624541,-0.6930216268865244,-0.08540196683145304,-2.1143214281969733,-1.6241658075624577,2.698170669630585,1.3971652246703814,-1.274337195314066,-1.0379610070777858,-0.9500163454762577,0.918536555157772,0.009218170015436669,-0.8833879145356107
3645,Gary Cahill,Chelsea,Premier League,23,2061.0,-0.5424218831812853,-0.14075721303648683,-1.4067268594554216,-1.0127479646668747,2.2422206062246532,-1.0716359557661657,-0.3180896417924941,-0.7342344611070261,1.3545804206003844,-1.0922526284720941,-0.8412946854011707,-0.9863303074839346,-0.6253095056538602,-0.5394926350022988,-0.15045761175767064,-0.8952734203406035,-0.40038084226034837,0.6575938408142159,-0.536370861188118,-0.22935515900560463,-0.7529356405943488,2.197722619939164,1.422909575278657,-0.44115687363658523,-0.4908947936242892,-0.932830280294882,0.3496574622704667,0.08139413881672064,0.02233524880053743
3957,César Azpilicueta Tanco,Chelsea,Premier League,37,3351.0,-0.8538233615529762,-0.3689618137683344,-0.46312757028007506,-0.6428592296026338,-1.7401138917169043,0.5193463413897015,-0.5936551738609437,1.2301694053039414,0.7127943145543874,-0.4801781182147553,0.31698695480996014,0.17528826178677545,-0.35168735282023933,-0.03047813494411405,-0.3362258480340393,0.41495220675446987,1.8503998985528745,-0.9242850834362882,0.5024067245605087,-1.67415073346822,-0.8751218870318452,0.5820627017866711,0.023440833272396815,-0.10683649810103701,-0.8190268237302518,0.11275047908674374,-0.8168792037729595,0.9813428543530827,2.105838172275124
3478,Francesc Fàbregas i Soler,Chelsea,Premier League,37,3030.0,0.2603202244471015,-0.12872510838565043,0.16457314752916835,-0.25488726279397217,-0.2230340829772635,3.2592712429921535,0.5501214582850217,3.3359737288625686,0.7795448536325138,1.8156640320424493,1.4004390138094318,0.1472118665481414,5.687937115093027,1.7609563472751375,-0.1368575266480949,1.3486805191538929,1.8364643340257583,-0.3064668072069818,-0.2120012323921598,0.5747213614186855,0.7522247594989092,-0.7218816498970025,-0.6568843285467653,-0.12339039268291313,0.25422922738509945,0.36277652015339945,-0.11371413484856494,0.27125069430492377,0.5641624583951809
3381,Nemanja Matić,Chelsea,Premier League,33,2510.0,0.056656061057240935,-0.24680014643669612,0.8462513008902315,-0.300278858992778,1.1963549805026283,1.173531883969385,-0.2633554054167205,1.2477383995311506,1.3437611376918543,-0.40490139218325044,-0.06810708055107177,-0.5302037753036968,0.5721312444753255,-0.038698855498694715,-0.33603553525752494,0.48826248158260527,1.472981443731107,0.6995198198559239,0.7495713093823246,-0.645837067910408,1.7008364249156922,-0.026938675364069756,-0.0712057159097623,-0.005094801073617638,-0.5890667917275624,0.031514332795029854,-0.4274489449190296,-0.05766657412568959,0.01501941009276318
3958,Pedro Eliezer Rodríguez Ledesma,Chelsea,Premier League,29,2105.0,1.3414570667153498,1.2978770879862862,0.0036280310362194657,1.8538904601988688,-0.0819252287131808,0.9822187020347184,1.3555359686160457,0.1822910807532132,0.5397584405593786,1.527025752367134,0.0806534800020359,0.7178422024543917,-0.26227693669280167,-0.5056173595805856,-0.5265301793588602,0.3209052237472389,0.014764549297297898,0.24515128276164047,-0.7324645928962923,0.1745661843925459,2.022658100046863,-0.9341874957756704,-1.1317311074507788,-0.35297248581122564,1.3750804133897696,0.755606112637569,-0.4192059661359061,0.5172484421822826,1.3099457321363714
40122,Oscar dos Santos Emboaba Júnior,Chelsea,Premier League,27,1839.0,1.3151944789722376,-0.06919556089758569,0.07570002284991385,1.4221077468204235,-0.47844335257926396,1.428728221722938,1.3090205974737712,0.8315452025164749,0.6424510776711748,0.9533352214924314,0.7416587307274998,0.5908075804751406,1.0774181437564834,-0.12007983078473433,-0.3959549541347436,0.7947059371256967,1.3979279703823086,0.25253120732131096,-0.5476406928069676,0.8436256403802506,0.2972671402970976,-0.5747708251039061,-0.6507986968948044,-0.40145260207441297,0.8821808155622691,0.7066643219037354,-0.5113558950973719,0.13072244203243694,0.6437386155487059
3621,Eden Hazard,Chelsea,Premier League,31,2302.0,0.2423107087673822,0.32792144961459674,0.12897621403109497,1.9294224255764718,0.37662246304482444,2.1406862130494835,1.1343831711040122,1.1321415576702778,1.1211944641304024,2.7810669727926456,0.42328017657129813,0.7046270450904135,1.200579703250111,-0.5153160064883172,-0.6164486511626129,-0.796275080174553,-0.9542651869959599,0.5551081142678183,-0.8556458847846988,0.54024645385951,0.8053888965743959,-0.9840230362367108,-0.8551799807373374,-0.9727191307144682,2.1276569802309058,1.0360236892630152,-0.6983315372624234,-0.10732574325380094,1.0139492970053754
