event_id,match_id,season_id,team_id,team_name,player_id,player_name,period,minute,second,play_pattern,outcome,statsbomb_xg,end_location_x,end_location_y
a35387c9-09b9-49b8-acab-adcc08bf78ae,7578,3,783,Uruguay,5268,Carlos Andrés Sánchez Arcosa,2,67,31,Regular Play,Blocked,0.031815737,107.0,46.0
d6b0d0c7-7d1c-4fff-9abc-417708df2d89,7578,3,783,Uruguay,4319,Edinson Roberto Cavani Gómez,2,69,35,From Corner,Blocked,0.069045424,112.0,46.0
b56d949a-fd64-49c4-9575-73187c1c22bd,7578,3,774,Egypt,5250,Ahmed Fathy Abdel Meneim Ibrahim,2,71,51,Regular Play,Saved,0.008270875,118.0,41.1
1bc9e0b3-4f76-41b7-8585-3234ec0c6a5d,7578,3,774,Egypt,3568,Mohamed Naser Elsayed Elneny,2,80,52,Regular Play,Blocked,0.06409918,107.0,49.0
d74c6566-adb2-419f-b3a3-ec0459189c4a,7578,3,783,Uruguay,4319,Edinson Roberto Cavani Gómez,2,82,30,Regular Play,Saved,0.058034446,118.0,42.8
6b3194d5-7d8a-4893-9bb0-b8e81a5cbcdb,7578,3,783,Uruguay,5259,José María Giménez de Vargas,2,82,50,From Corner,Off T,0.07687706,120.0,46.7
792b2163-8bad-4e8e-bc0d-484094599149,7578,3,783,Uruguay,5259,José María Giménez de Vargas,2,84,16,From Corner,Blocked,0.0793723,113.0,36.0
7ce0881a-cb33-4815-ab37-322365b528a1,7578,3,783,Uruguay,4319,Edinson Roberto Cavani Gómez,2,87,46,From Free Kick,Post,0.011360643,119.0,44.4
fc34b8cb-e5e8-465c-9fbc-b36047ee6eaa,7578,3,783,Uruguay,5248,José Martín Cáceres Silva,2,87,48,From Free Kick,Blocked,0.5580403,113.0,36.0
5f47335e-db58-4ba9-8d52-a45401a2f762,7578,3,783,Uruguay,5259,José María Giménez de Vargas,2,88,59,From Free Kick,Goal,0.0937962,119.0,43.6
f0afbc9e-f532-4630-9369-9653900c0ffb,7578,3,774,Egypt,3568,Mohamed Naser Elsayed Elneny,2,94,45,From Throw In,Blocked,0.026887877,113.0,46.0
751e2aa8-0bf5-463c-ab66-1b95df19fa32,7553,3,794,Mexico,5567,Edson Omar Álvarez Velázquez,1,7,8,From Corner,Wayward,0.108760424,89.0,41.0
10f94623-709c-44c8-9436-b7dad79f5475,7553,3,794,Mexico,3058,Javier Hernández Balcázar,1,11,34,From Free Kick,Off T,0.05888787,120.0,34.4
2116e47d-4c49-4bd1-9eb2-521aec053c4a,7553,3,794,Mexico,5564,Carlos Joel Salcedo Hernández,1,16,21,From Corner,Saved,0.055134527,120.0,44.0
60ffcef3-a1f4-49ec-86a4-d8bc43c8a7c2,7553,3,791,South Korea,3083,Heung-Min Son,1,21,12,From Counter,Blocked,0.08637872,112.0,46.0
ba937516-4fed-41bc-8f2d-b9585b809ce4,7553,3,791,South Korea,3083,Heung-Min Son,1,21,14,From Counter,Blocked,0.08545184,112.0,48.0
06046a0e-19f0-4644-8f8a-35ce198f13a0,7553,3,791,South Korea,3083,Heung-Min Son,1,21,18,From Counter,Blocked,0.043937247,108.0,46.0
c4aa9b03-5a06-45dc-918b-8cdf2822ebff,7553,3,791,South Korea,3605,Sung-Yeung Ki,1,22,15,From Corner,Saved,0.06718748,119.0,40.9
9fbe33b4-b777-4746-9cc0-ac621f278d7b,7553,3,794,Mexico,5560,Carlos Alberto Vela Garrido,1,25,22,Other,Goal,0.7835,120.0,41.5
1d615ad1-c47b-4321-89e6-f6d2945085f8,7553,3,794,Mexico,5556,Miguel Arturo Layún Prado,1,27,9,Regular Play,Saved,0.09150781,119.0,39.1
7922cbcf-f73c-49cb-a7b3-996c155cdf07,7553,3,791,South Korea,3083,Heung-Min Son,1,30,50,From Free Kick,Off T,0.026791243,120.0,40.3
fb7e5275-ae42-4489-a59c-3b1375c29057,7553,3,791,South Korea,3083,Heung-Min Son,1,38,34,Regular Play,Saved,0.031374734,118.0,36.6
1aa965e7-b130-47c3-9404-de66892f0942,7553,3,794,Mexico,5571,Hirving Rodrigo Lozano Bahena,1,42,31,Regular Play,Off T,0.07445391,120.0,41.9
b7302fc0-4329-43e4-bb91-ef7f1be97332,7553,3,791,South Korea,5989,Seon-Min Moon,1,44,18,From Throw In,Blocked,0.018994939,98.0,50.0
ae20c55a-fb9d-4e86-a1e7-7a87e8b708c7,7553,3,791,South Korea,3083,Heung-Min Son,1,44,21,From Throw In,Blocked,0.0442519,102.0,32.0
1d5cb09b-fad8-4e5c-a402-cb57ef0130c3,7553,3,794,Mexico,5571,Hirving Rodrigo Lozano Bahena,2,49,58,From Throw In,Off T,0.026885381,120.0,40.9
62ac8511-e2be-43f2-94cb-41f211a0c3cd,7553,3,794,Mexico,3058,Javier Hernández Balcázar,2,51,2,From Throw In,Off T,0.037323274,120.0,38.3
a78dc8e5-a70f-4b42-933a-e91a790aa41d,7553,3,791,South Korea,5989,Seon-Min Moon,2,51,47,Regular Play,Blocked,0.1644079,111.0,49.0
17640cef-4b85-431e-be88-0f28c425a499,7553,3,791,South Korea,5623,Jae-Sung Lee,2,52,39,From Corner,Saved,0.005266859,119.0,43.8
8f92c003-a9b3-499a-9781-320c0f3de864,7553,3,791,South Korea,3605,Sung-Yeung Ki,2,55,41,From Keeper,Saved,0.008576281,119.0,39.1
2d154520-a834-4317-8c23-bda81ba13174,7553,3,794,Mexico,5563,José Andrés Guardado Hernández,2,57,39,Regular Play,Blocked,0.04806095,108.0,34.0
e267bc21-92b9-4a7a-9350-0237e7d34283,7553,3,794,Mexico,5563,José Andrés Guardado Hernández,2,57,42,Regular Play,Saved,0.09060148,118.0,37.2
1267515c-fa57-4d8c-9c1d-b26a55a0908e,7553,3,794,Mexico,5571,Hirving Rodrigo Lozano Bahena,2,59,50,From Counter,Blocked,0.19791076,104.0,40.0
efb589cc-1039-45a0-89c8-ac6a737d8b01,7553,3,791,South Korea,5623,Jae-Sung Lee,2,60,58,Regular Play,Blocked,0.08345764,113.0,39.0
750e4e5e-29f6-4988-869c-6a829fcda175,7553,3,794,Mexico,5560,Carlos Alberto Vela Garrido,2,61,25,Regular Play,Off T,0.019312114,120.0,36.6
e7b2feb3-3b20-479e-9531-657e6493956e,7553,3,794,Mexico,3058,Javier Hernández Balcázar,2,65,24,From Counter,Goal,0.25309914,120.0,38.3
33fafc1c-b8ca-4266-80bd-3a05f1a4c6f8,7553,3,791,South Korea,5620,Hee-Chan Hwang,2,69,6,From Corner,Saved,0.049417518,119.0,37.6
2a203e80-d109-4ab8-948c-a482d6947698,7553,3,791,South Korea,3605,Sung-Yeung Ki,2,73,2,Regular Play,Blocked,0.009588097,103.0,45.0
617b3312-f416-4ff5-8fb9-ca24a40d8088,7553,3,791,South Korea,5623,Jae-Sung Lee,2,81,40,From Throw In,Blocked,0.021833424,97.0,48.0
777af96f-aeea-4c60-b446-39992b388b09,7553,3,791,South Korea,3083,Heung-Min Son,2,87,43,Regular Play,Off T,0.05194924,120.0,42.4
b138a872-87f1-4f71-aa37-9204adefb740,7553,3,794,Mexico,5575,Héctor Miguel Herrera López,2,91,34,From Free Kick,Off T,0.03211408,120.0,37.4
469e5933-3740-49b5-982a-fd7b8fb8a715,7553,3,791,South Korea,3083,Heung-Min Son,2,92,6,Regular Play,Goal,0.02292819,120.0,36.2
2018d08b-c1ea-4295-bdce-47b2f01e7d5d,7536,3,782,Belgium,3289,Romelu Lukaku Menama,1,0,40,Regular Play,Off T,0.0747409,120.0,34.6
61e4a2d0-c48e-450c-97a0-af064d3ef5b5,7536,3,798,Panama,5637,Edgar Yoel Bárcenas Herrera,1,3,15,From Free Kick,Wayward,0.016566036,115.0,47.0
ed1d9438-a759-4f42-aba6-198f8a0ca465,7536,3,782,Belgium,5633,Yannick Ferreira Carrasco,1,5,49,Regular Play,Saved,0.0327767,119.0,36.8
0dc2ff74-6d63-43fa-8e27-ebc6752a3f7c,7536,3,782,Belgium,5630,Dries Mertens,1,6,20,From Keeper,Saved,0.06243627,119.0,43.2
0b05b515-4adf-48f8-aa95-fad9a3c7f519,7536,3,782,Belgium,3621,Eden Hazard,1,11,1,Regular Play,Off T,0.02878628,120.0,35.2
6a9e292d-a62b-4d8d-9840-705b30e855f3,7536,3,782,Belgium,5630,Dries Mertens,1,18,11,From Corner,Off T,0.016349373,120.0,45.4
e6d455f2-8230-4d7b-9a65-44794cac8273,7536,3,782,Belgium,3089,Kevin De Bruyne,1,21,14,From Corner,Off T,0.014519094,120.0,36.8
ad8e493b-f818-40fa-9072-1eb78208f1e8,7536,3,782,Belgium,3621,Eden Hazard,1,25,6,From Corner,Off T,0.031556185,120.0,46.1
bda6bdcd-3432-42d8-858a-47dff2a4e3c9,7536,3,782,Belgium,3621,Eden Hazard,1,37,2,Regular Play,Saved,0.0654758,118.0,43.6
e33cbce0-8f36-40ee-8a7f-b19fbd5ae876,7536,3,798,Panama,5635,Román Aureliano Torres Morcillo,1,38,33,From Corner,Wayward,0.07518605,117.0,48.0
1b27cd08-9b66-4d8c-8135-ff6a06d66178,7536,3,782,Belgium,5630,Dries Mertens,1,40,0,From Free Kick,Off T,0.04146307,120.0,45.8
d9bc8f01-8546-4d81-ae8b-f1fd87efb444,7536,3,798,Panama,5645,Armando Enrique Cooper Whitaker,1,41,18,From Free Kick,Off T,0.023121053,120.0,34.6
ecf7c021-511a-4261-b937-58c4c55995e7,7536,3,782,Belgium,5630,Dries Mertens,2,46,40,From Throw In,Goal,0.009998361,120.0,36.2
3ea9045b-eaba-4f86-9dae-c2f19968a860,7536,3,782,Belgium,3089,Kevin De Bruyne,2,51,41,From Free Kick,Off T,0.044222042,120.0,35.2
08db8723-9096-4b84-97e0-fe2118500745,7536,3,798,Panama,5641,Michael Amir Murillo Bermudez,2,53,58,Regular Play,Saved,0.34641263,113.0,41.1
1c1c86b7-80da-42c3-ac9e-db45b9c75c2b,7536,3,798,Panama,5635,Román Aureliano Torres Morcillo,2,54,41,From Corner,Off T,0.09954064,120.0,33.9
998f1bee-289a-468a-8e08-d5284e64aa20,7536,3,798,Panama,5637,Edgar Yoel Bárcenas Herrera,2,57,39,From Goal Kick,Off T,0.055223983,120.0,34.4
4b6f43e3-d513-43fe-a6f8-5b1412956e5b,7536,3,782,Belgium,3089,Kevin De Bruyne,2,64,54,From Free Kick,Blocked,0.06298261,101.0,39.0
d0743e3b-7eed-4e1b-91a2-95fe9708a38e,7536,3,782,Belgium,3289,Romelu Lukaku Menama,2,68,11,From Free Kick,Goal,0.33809787,120.0,44.0
e0608b84-b7d1-4515-b22b-8bcb2f61dfba,7536,3,782,Belgium,3289,Romelu Lukaku Menama,2,74,40,From Throw In,Goal,0.33248875,120.0,39.9
e3787ce9-26d9-4705-b27c-851fea62950f,7536,3,782,Belgium,3621,Eden Hazard,2,82,23,From Free Kick,Blocked,0.05616185,105.0,31.0
df3a6324-6d9b-4fab-aa1c-49b749b54a44,7536,3,798,Panama,5638,Fidel Escobar Mendieta,2,88,48,From Free Kick,Saved,0.009304588,118.0,36.6
fe714670-c77d-4d2f-906d-152dd31e8924,7555,3,789,Poland,5666,Dawid Kownacki,1,1,0,From Free Kick,Blocked,0.009801016,113.0,37.0
5c56cf91-b29b-45d5-9310-280884748724,7555,3,789,Poland,5668,Robert Lewandowski,1,4,16,Other,Wayward,0.2728475,118.0,37.0
74ee3bc9-8bdf-4a39-8fb9-21c7d9cfee66,7555,3,769,Colombia,5696,Santiago Arias Naranjo,1,14,48,From Throw In,Blocked,0.017330227,99.0,52.0
03416599-ca9b-45b8-81bd-4616f51912a3,7555,3,789,Poland,5660,Piotr Zieliński,1,17,41,Regular Play,Blocked,0.02723293,99.0,52.0
fe042590-c0f1-4db9-bfa3-04e3c47a0ec3,7555,3,769,Colombia,5689,Juan Guillermo Cuadrado Bello,1,34,8,Regular Play,Off T,0.006297056,120.0,31.3
4a4fe3bc-db6f-4d9e-b9de-e76c601aff33,7555,3,769,Colombia,6196,Yerry Fernando Mina González,1,39,3,From Corner,Goal,0.54294956,120.0,37.0
f0cac6a1-f2ff-413b-be9d-17167344b698,7555,3,789,Poland,5673,Bartosz Bereszyński,2,46,12,Regular Play,Off T,0.0516608,119.0,46.1
1e6b1340-7317-4c73-b138-01e66f8e81b9,7555,3,789,Poland,5668,Robert Lewandowski,2,48,26,From Throw In,Off T,0.08806232,120.0,47.1
0eb5f621-afed-4d31-887e-aac229266906,7555,3,769,Colombia,5692,Juan Fernando Quintero Paniagua,2,50,26,Regular Play,Off T,0.006554862,120.0,46.5
1a33675e-4513-4384-ae1f-0373b9afcfc6,7555,3,769,Colombia,3445,Radamel Falcao García Zárate,2,50,59,Regular Play,Off T,0.05552095,120.0,41.9
4912d92a-de8f-4615-b404-d273421a7ee3,7555,3,769,Colombia,5695,James David Rodríguez Rubio,2,52,6,From Counter,Blocked,0.054039653,111.0,48.0
525e231a-76c3-48bc-a91a-baebcee99cdc,7555,3,769,Colombia,5692,Juan Fernando Quintero Paniagua,2,55,33,Regular Play,Blocked,0.0645288,103.0,38.0
bf33427c-473e-4abc-9aa3-27c396470259,7555,3,769,Colombia,5689,Juan Guillermo Cuadrado Bello,2,56,14,From Corner,Off T,0.013328942,120.0,39.3
0ab97294-7cac-4f86-85d1-60a2f9200077,7555,3,789,Poland,5668,Robert Lewandowski,2,57,48,Regular Play,Saved,0.20361854,113.0,37.0
650c3859-8362-44b2-ba30-21df68108e42,7555,3,789,Poland,5668,Robert Lewandowski,2,65,57,From Throw In,Blocked,0.1499422,114.0,41.0
5de35e34-e80a-4097-9585-77f43209deb4,7555,3,769,Colombia,3445,Radamel Falcao García Zárate,2,69,2,Regular Play,Goal,0.31125227,120.0,36.2
005ac58c-a9fa-4172-8c11-de781ac5911b,7555,3,789,Poland,5660,Piotr Zieliński,2,73,5,From Throw In,Off T,0.021134824,120.0,47.1
1d349a88-9c1c-4a27-a65d-3d659d005e14,7555,3,769,Colombia,5689,Juan Guillermo Cuadrado Bello,2,74,42,From Counter,Goal,0.19299302,120.0,44.0
d1aaa0f7-fe5e-4ec0-971b-9a5d6e29de7d,7555,3,789,Poland,6194,Łukasz Teodorczyk,2,80,8,From Corner,Blocked,0.06877008,110.0,36.0
a3a22b9c-a867-4f9f-998e-87566c922c99,7555,3,789,Poland,3637,Grzegorz Krychowiak,2,80,9,From Corner,Blocked,0.20201232,116.0,36.0
0ad57640-a093-4f6c-905f-efccccb9fd46,7555,3,769,Colombia,6193,Andrés Mateus Uribe Villa,2,83,45,Regular Play,Blocked,0.09850289,119.0,43.0
7992e004-68bc-4d5a-bd6a-ccb490a1173e,7555,3,769,Colombia,5695,James David Rodríguez Rubio,2,84,54,From Free Kick,Off T,0.0061194333,120.0,33.7
eeb83051-f244-4cb1-b6e5-a56585f7267c,7555,3,789,Poland,5668,Robert Lewandowski,2,87,52,Regular Play,Saved,0.019115308,119.0,39.3
c350ef49-d5c8-42e2-8f4c-5b5ee56b59f2,7555,3,769,Colombia,5678,Jefferson Andrés Lerma Solís,2,89,1,Regular Play,Blocked,0.017525094,97.0,47.0
280bf19d-2774-4fb7-9630-b9e147a15c3e,7576,3,780,Portugal,5207,Cristiano Ronaldo dos Santos Aveiro,1,3,28,Other,Goal,0.7835,120.0,43.8
446736c1-3399-4e68-922b-a72c9406c85a,7576,3,772,Spain,3064,David Josué Jiménez Silva,1,9,6,Regular Play,Off T,0.17203248,120.0,43.6
182c3192-9e88-438e-9f1f-af0acccbd0c8,7576,3,780,Portugal,4367,Gonçalo Manuel Ganchinho Guedes,1,15,59,From Counter,Blocked,0.023871757,99.0,51.0
0d407845-8317-4ba1-bdb3-a84c86100b38,7576,3,780,Portugal,5207,Cristiano Ronaldo dos Santos Aveiro,1,17,53,From Free Kick,Blocked,0.008962571,106.0,59.0
f03a7389-5667-4149-b407-f8fe352036e4,7576,3,772,Spain,3064,David Josué Jiménez Silva,1,20,44,From Throw In,Blocked,0.077663854,117.0,33.0
8fce6eef-d38c-4c4c-8a2b-b89cdc028239,7576,3,772,Spain,5198,Diego da Silva Costa,1,23,2,Regular Play,Goal,0.07830886,120.0,36.2
03cf5a8e-52ce-401f-bcc6-83b2e5fb7507,7576,3,772,Spain,4926,Francisco Román Alarcón Suárez,1,25,17,Regular Play,Post,0.0092897555,120.0,36.4
6d61e461-e6e1-4f7c-92a9-7f0c0d1a6fe1,7576,3,772,Spain,3064,David Josué Jiménez Silva,1,28,26,From Free Kick,Blocked,0.05749292,108.0,52.0
816b4bb1-49f9-4b12-8dce-279dd85ff71f,7576,3,772,Spain,5216,Andrés Iniesta Luján,1,34,15,Regular Play,Off T,0.073567346,120.0,45.0
4dee6dd7-fb56-4537-a921-746fb4a27c13,7576,3,772,Spain,5203,Sergio Busquets i Burgos,1,38,24,From Corner,Off T,0.10047825,120.0,35.2
785842fa-74ec-46a4-92bd-f54cce3f9812,7576,3,772,Spain,4926,Francisco Román Alarcón Suárez,1,41,48,From Free Kick,Saved,0.02509576,119.0,42.8
1893722d-765f-4b50-ab8d-0ba51d91f9c3,7576,3,780,Portugal,5207,Cristiano Ronaldo dos Santos Aveiro,1,43,36,From Keeper,Goal,0.08400426,119.0,39.1
31c5e38b-d193-4fbb-9a63-3402a39c2ceb,7576,3,780,Portugal,5204,Bruno Miguel Borges Fernandes,2,48,53,Regular Play,Off T,0.02081828,120.0,45.8
33d021d0-3a86-4992-b044-45a88e40096a,7576,3,772,Spain,5198,Diego da Silva Costa,2,54,2,From Free Kick,Goal,0.79165405,120.0,41.3
00ab8d4e-925c-454c-a038-8dbc4bacea0b,7576,3,772,Spain,5202,José Ignacio Fernández Iglesias,2,57,21,Regular Play,Goal,0.035519395,120.0,36.2
5e2cd40c-3210-4c6f-9975-64ec077f266b,7576,3,772,Spain,5198,Diego da Silva Costa,2,70,8,Regular Play,Off T,0.17698126,120.0,46.9
07e3eb0b-6fa6-4aae-b408-5307021b3912,7576,3,780,Portugal,20016,Kléper Laveran Lima Ferreira,2,71,14,From Corner,Wayward,0.14278555,120.0,48.0
4f17de95-e764-4e3a-a8f6-970def16d333,7576,3,780,Portugal,5215,Ricardo Andrade Quaresma Bernardo,2,75,25,From Throw In,Off T,0.007522316,120.0,40.7
17669aec-e3dc-4478-a795-c5ff89fa28ae,7576,3,772,Spain,5217,Iago Aspas Juncal,2,81,55,From Free Kick,Saved,0.06286274,120.0,40.1
526c3ca4-4c66-4849-bd52-3b0e21b8823c,7576,3,780,Portugal,5207,Cristiano Ronaldo dos Santos Aveiro,2,87,2,From Free Kick,Goal,0.08682875,120.0,42.8
3202025b-1fc8-46da-961a-0aee4b8b6692,7576,3,780,Portugal,5215,Ricardo Andrade Quaresma Bernardo,2,91,15,From Corner,Blocked,0.087241955,108.0,31.0
72f0e79c-2020-467b-b405-436eb05e0aa7,7576,3,780,Portugal,5207,Cristiano Ronaldo dos Santos Aveiro,2,91,41,From Corner,Off T,0.18906035,120.0,46.1
7b26ff2e-ded0-4b96-970b-c1fa8860d208,7565,3,781,Brazil,3501,Philippe Coutinho Correia,1,1,37,Regular Play,Blocked,0.08790639,109.0,37.0
ae9e9897-dfa6-4150-90a0-a9a0c2b73c73,7565,3,781,Brazil,3202,Gabriel Fernando de Jesus,1,3,12,Regular Play,Saved,0.09553115,115.0,42.8
7a706e44-36df-4335-aad6-28e19ae32b64,7565,3,786,Serbia,5591,Filip Kostić,1,13,44,Regular Play,Blocked,0.03160092,98.0,46.0
30e29ec9-4d31-4880-b57a-8de6411e6d1e,7565,3,786,Serbia,4269,Aleksandar Mitrović,1,14,11,From Corner,Wayward,0.071207,104.0,42.0
b4a2c917-3b8f-4939-883c-f1e00f581816,7565,3,781,Brazil,4320,Neymar da Silva Santos Junior,1,24,21,From Throw In,Saved,0.055385347,119.0,40.7
98c1b10d-e634-47b4-9648-2a4fe8efdb69,7565,3,781,Brazil,3202,Gabriel Fernando de Jesus,1,28,42,Regular Play,Blocked,0.15078197,115.0,33.0
50cf3470-cab5-4caa-a9e7-b99955a4ea36,7565,3,786,Serbia,4269,Aleksandar Mitrović,1,33,10,Regular Play,Off T,0.10374196,120.0,43.4
2ae2ff4c-e084-4410-b4e9-91554d9fba3a,7565,3,781,Brazil,5542,José Paulo Bezzera Maciel Júnior,1,34,58,Regular Play,Goal,0.31224898,120.0,41.7
1cb530ad-06d1-454d-b107-bf964acfabe3,7565,3,786,Serbia,3831,Dušan Tadić,1,39,34,From Corner,Off T,0.032582965,120.0,31.7
b5b7ceb8-c4d9-44ef-876c-03d7068f8946,7565,3,781,Brazil,4320,Neymar da Silva Santos Junior,1,45,52,From Throw In,Off T,0.010284821,120.0,44.0
e53d65e9-4bd8-4b0e-8239-34d23a8bcdd7,7565,3,786,Serbia,5589,Sergej Milinković-Savić,2,54,6,Regular Play,Blocked,0.031538606,101.0,50.0
2350a18c-0e0c-4e7e-95b8-11d83fe9bda8,7565,3,781,Brazil,4320,Neymar da Silva Santos Junior,2,56,19,Regular Play,Saved,0.12364933,117.0,38.5
7870bbf2-ecb3-4802-b151-103319ff3d8d,7565,3,786,Serbia,4269,Aleksandar Mitrović,2,60,19,Regular Play,Blocked,0.28301764,116.0,40.0
fe52ae5c-149d-468f-8b77-b5f9135281c1,7565,3,786,Serbia,5589,Sergej Milinković-Savić,2,62,28,Regular Play,Off T,0.05241559,120.0,46.3
f84b8ca2-4a6a-471a-a766-55d9b66546be,7565,3,786,Serbia,4269,Aleksandar Mitrović,2,64,30,Regular Play,Saved,0.12310901,119.0,37.8
41184baf-7141-41d4-8bee-205a30817d27,7565,3,781,Brazil,3295,Thiago Emiliano da Silva,2,67,18,From Corner,Goal,0.17739391,120.0,36.4
93034865-7e42-4e60-bc68-10d5db4c70a1,7565,3,781,Brazil,3501,Philippe Coutinho Correia,2,69,39,Regular Play,Blocked,0.052411966,104.0,43.0
092d0ebf-b8eb-473c-8946-cd8a9ced3f95,7565,3,781,Brazil,6320,Filipe Luís Kasmirski,2,70,30,From Corner,Saved,0.03148136,119.0,43.8
23de9043-0e55-48fa-9e0a-05db621cbe28,7565,3,781,Brazil,4320,Neymar da Silva Santos Junior,2,72,12,Regular Play,Blocked,0.059994984,108.0,30.0
835c91cc-2e21-47c9-87d9-50c87307f893,7565,3,781,Brazil,5539,Carlos Henrique Casimiro,2,77,47,Regular Play,Off T,0.006776994,120.0,40.1
632b0cee-7594-41c1-8f94-b685fe552063,7565,3,786,Serbia,3381,Nemanja Matić,2,78,49,Regular Play,Off T,0.12900412,120.0,35.4
86f90539-f656-47e3-943a-24d7ce16205f,7565,3,781,Brazil,4320,Neymar da Silva Santos Junior,2,82,5,Regular Play,Off T,0.0904818,120.0,40.3
ba274d01-56fd-4334-9eba-1b88d8fcaafb,7565,3,786,Serbia,4269,Aleksandar Mitrović,2,86,52,Regular Play,Blocked,0.081434235,107.0,42.0
a819cf77-ce22-447d-88a1-bac5b95bf098,7565,3,781,Brazil,4320,Neymar da Silva Santos Junior,2,88,1,Regular Play,Blocked,0.07397224,109.0,31.0
eb2073f2-6aca-4f51-9cbc-80f4342911b0,7565,3,786,Serbia,6318,Andrija Živković,2,91,14,Regular Play,Off T,0.008667415,120.0,33.5
f501c64a-fd04-408c-8c1f-2b0c4e2e13b3,7565,3,781,Brazil,4320,Neymar da Silva Santos Junior,2,92,39,Regular Play,Saved,0.09150794,116.0,39.7
861579f5-807a-4d3e-b3e9-a18a621eb7b1,7551,3,770,Germany,3186,Julian Draxler,1,2,0,Regular Play,Blocked,0.2657264,118.0,43.0
fd8caa11-8663-478c-935a-40122194295f,7551,3,770,Germany,6040,Jonas Hector,1,2,47,Regular Play,Blocked,0.061157048,105.0,40.0
415c6b3b-0b4b-4ffb-9bd1-121b4574c4e5,7551,3,790,Sweden,11098,Marcus Berg,1,11,57,Regular Play,Saved,0.36402932,110.0,38.9
b1d75e12-60be-4487-ac44-9abc005f0f49,7551,3,770,Germany,5578,Jérôme Boateng,1,15,48,Regular Play,Blocked,0.025292808,101.0,52.0
5ed43a5e-bc8f-46b1-a822-c02afd0efec9,7551,3,790,Sweden,11098,Marcus Berg,1,17,25,From Free Kick,Blocked,0.08216722,107.0,45.0
4928402b-6b9c-4282-b11c-e601b0269e91,7551,3,770,Germany,6039,Sebastian Rudy,1,18,19,Regular Play,Blocked,0.027065128,106.0,41.0
aa916efb-e894-46e3-b5eb-83e186f54a1f,7551,3,790,Sweden,4417,Ola Toivonen,1,31,44,Regular Play,Goal,0.10376687,120.0,37.2
10cb655a-a1d7-4005-9e3e-fddc775b013a,7551,3,770,Germany,10287,İlkay Gündoğan,1,38,47,From Throw In,Saved,0.021909917,118.0,36.8
ce01b4a2-eeab-4688-b8cf-aa4479e89326,7551,3,770,Germany,5578,Jérôme Boateng,1,44,39,Regular Play,Off T,0.008810984,119.0,45.0
02920a80-39ab-4ff1-915a-dea3348d9d17,7551,3,790,Sweden,11098,Marcus Berg,1,46,51,From Free Kick,Saved,0.113480166,118.0,36.4
7eb17961-75ec-44f5-9b28-f1aeefe91bb9,7551,3,770,Germany,5559,Marco Reus,2,47,28,From Throw In,Goal,0.16725664,120.0,36.4
93a244bd-e313-4195-b3e5-143000c3c346,7551,3,770,Germany,5574,Toni Kroos,2,48,25,From Counter,Blocked,0.03777922,107.0,33.0
29d809b8-6b19-4fc9-ab56-f0d1a0bbb58e,7551,3,770,Germany,5562,Thomas Müller,2,50,10,From Free Kick,Off T,0.052033167,120.0,45.2
fe1e0a3c-9e93-4bed-8617-9d5210f0a669,7551,3,770,Germany,6040,Jonas Hector,2,55,57,Regular Play,Saved,0.12256524,119.0,41.3
99e62650-5941-4d0b-853a-e71ef5fc527b,7551,3,770,Germany,5574,Toni Kroos,2,62,47,Regular Play,Blocked,0.0749021,107.0,32.0
3b7eec32-6165-4bf8-b80f-fa73747b87e6,7551,3,770,Germany,5574,Toni Kroos,2,64,21,Regular Play,Blocked,0.02860656,97.0,37.0
f4ed7a41-186d-40ee-a593-5b2dd2bd17f8,7551,3,770,Germany,5559,Marco Reus,2,72,15,From Free Kick,Blocked,0.017588291,107.0,23.0
cd19d580-9970-491c-9684-6c6387deb9cf,7551,3,770,Germany,5574,Toni Kroos,2,72,43,From Throw In,Wayward,0.040610082,106.0,30.0
ce68d4ec-2315-4b1e-b2d1-32ac56133d8d,7551,3,790,Sweden,5625,Emil Peter Forsberg,2,75,8,From Corner,Saved,0.009230858,119.0,37.0
4dca9c6c-aca2-4753-a67a-c226c8043b00,7551,3,770,Germany,5557,Timo Werner,2,80,15,Regular Play,Off T,0.13043028,120.0,37.2
ad316415-84cd-418b-b840-b273335ec325,7551,3,790,Sweden,5607,Andreas Granqvist,2,82,30,From Free Kick,Saved,0.12888776,118.0,36.4
936839ea-acfe-4630-9680-99cde5bb7cf8,7551,3,770,Germany,5565,Mario Gómez García,2,87,15,Regular Play,Saved,0.16166209,119.0,39.9
e420c67a-a66b-4d85-99e0-db1b1919d6e6,7551,3,770,Germany,5555,Julian Brandt,2,91,22,From Corner,Post,0.064983755,119.0,35.8
17a67c5d-91ae-48db-b8ca-bcbeb86eecd3,7551,3,790,Sweden,6038,John Guidetti,2,93,42,Regular Play,Saved,0.013604501,119.0,43.4
989f9092-ef98-4bf0-9407-e2ebfc1b1c96,7551,3,770,Germany,5574,Toni Kroos,2,94,42,From Free Kick,Goal,0.009705122,120.0,42.8
f604d74e-2b62-4586-9b2a-846353c5f5ea,7537,3,768,England,3293,Jesse Lingard,1,2,12,From Throw In,Saved,0.19693047,119.0,40.1
30049598-fa18-4812-bd1e-d065ea3f3833,7537,3,768,England,3336,Harry Maguire,1,2,50,From Corner,Off T,0.078440964,120.0,35.2
1a561231-4338-4b07-8e17-c46409f5aecd,7537,3,768,England,10955,Harry Kane,1,10,0,From Free Kick,Blocked,0.045925878,99.0,37.0
