player_id,player_name,primary_team,competitions_played,n_matches_played,total_minutes_played,primary_position
8818,Jorge Meré Pérez,Sporting Gijón,La Liga,25,2238.0,Left Center Back
24263,Ismael López Blanco,Sporting Gijón,La Liga,31,2579.0,Left Back
13107,Sergio Álvarez Díaz,Sporting Gijón,La Liga,27,2253.0,Right Defensive Midfield
18925,Ignacio Cases Mora,Sporting Gijón,La Liga,24,2032.0,Left Defensive Midfield
6581,Jonathan Rodríguez Menéndez,Sporting Gijón,La Liga,36,2937.0,Left Wing
6926,Alen Halilović,Sporting Gijón,La Liga,36,2428.0,Center Attacking Midfield
23994,Alejandro Menéndez Díez,Sporting Gijón,La Liga,21,1092.0,Left Wing
6602,Miguel Ángel Guerrero Martín,Sporting Gijón,La Liga,23,1122.0,Center Forward
5695,James David Rodríguez Rubio,Real Madrid,La Liga,26,1556.0,Left Center Midfield
27526,Rachid Aït-Atmane,Sporting Gijón,La Liga,18,1107.0,Left Defensive Midfield
5456,Mateo Kovačić,Real Madrid,La Liga,25,1088.0,Left Center Midfield
6880,Arnaldo Antonio Sanabria Ayala,Sporting Gijón,La Liga,29,2298.0,Center Forward
6730,Rubén Iván Martínez Andrade,Levante UD,La Liga,15,1396.0,Goalkeeper
6647,Zouhair Feddal,Levante UD,La Liga,28,2606.0,Left Center Back
26023,Juan Francisco García García,Levante UD,La Liga,20,1562.0,Left Back
6668,José Luis Morales Nogales,Levante UD,La Liga,35,2743.0,Left Midfield
6784,Antonio García Aranda,Levante UD,La Liga,27,2463.0,Left Back
24149,José Antonio García Rabasco,Levante UD,La Liga,29,2204.0,Right Defensive Midfield
5678,Jefferson Andrés Lerma Solís,Levante UD,La Liga,33,2766.0,Right Center Midfield
27250,Nabil Ghilas,Levante UD,La Liga,20,1059.0,Right Center Forward
23791,Víctor Casadesús Castaño,Levante UD,La Liga,23,1013.0,Right Center Forward
10763,Asier Riesgo Unamuno,Eibar,La Liga,34,3159.0,Goalkeeper
6699,Ander Capa Rodríguez,Eibar,La Liga,36,3223.0,Right Back
6837,Mauro Javier Dos Santos,Eibar,La Liga,31,2773.0,Right Center Back
27239,Aleksandar Pantić,Eibar,La Liga,20,1734.0,Left Center Back
6776,David Juncà Reñé,Eibar,La Liga,31,2426.0,Left Back
6712,Gonzalo Escalante,Eibar,La Liga,34,2893.0,Right Defensive Midfield
6775,Daniel García Carrillo,Eibar,La Liga,35,3141.0,Left Defensive Midfield
6742,Sergio Gontán Gallardo,Eibar,La Liga,29,2361.0,Right Midfield
6557,Adrián González Morales,Eibar,La Liga,32,2282.0,Center Attacking Midfield
5687,Takashi Inui,Eibar,La Liga,27,1670.0,Left Wing
6566,Borja González Tomás,Eibar,La Liga,36,2642.0,Center Forward
6659,Víctor Camarasa Ferrando,Levante UD,La Liga,34,2189.0,Left Center Midfield
23943,Rubén García Santos,Levante UD,La Liga,22,1076.0,Left Midfield
24070,Saúl Berjón Pérez,Eibar,La Liga,29,1450.0,Left Wing
6700,Sergio Enrich Ametller,Eibar,La Liga,38,2498.0,Right Center Forward
25134,Deyverson Brum Silva Acosta,Levante UD,La Liga,33,2228.0,Right Center Forward
26753,Javier Varas Herrera,Las Palmas,La Liga,31,2803.0,Goalkeeper
8440,Aythami Artiles Oliva,Las Palmas,La Liga,31,2730.0,Right Center Back
7907,Pedro Bigas Rigo,Las Palmas,La Liga,27,2433.0,Left Center Back
7906,David Simón Rodríguez Santana,Las Palmas,La Liga,27,2343.0,Right Back
6932,Dani Castellano Betancor,Las Palmas,La Liga,27,2319.0,Left Back
15805,Hernán Daniel Santana Trujillo,Las Palmas,La Liga,18,967.0,Center Defensive Midfield
3610,Roque Mesa Quevedo,Las Palmas,La Liga,34,2883.0,Right Defensive Midfield
6626,Mubarak Wakaso,Las Palmas,La Liga,20,971.0,Left Wing
10755,Jonathan Viera Ramos,Las Palmas,La Liga,36,3196.0,Left Wing
8167,Sergio Ezequiel Araújo,Las Palmas,La Liga,30,1893.0,Center Forward
6823,Sergio Rico González,Sevilla,La Liga,34,3166.0,Goalkeeper
6672,Jorge Andújar Moreno,Sevilla,La Liga,21,1794.0,Right Back
10476,Timothée Kolodziejczak,Sevilla,La Liga,29,2465.0,Left Center Back
27483,Benoît Trémoulinas,Sevilla,La Liga,24,2227.0,Left Back
3637,Grzegorz Krychowiak,Sevilla,La Liga,26,2344.0,Left Defensive Midfield
7154,Sebastián Carlos Cristóforo Pepe,Sevilla,La Liga,21,1485.0,Left Defensive Midfield
3497,Vicente Iborra De La Fuente,Sevilla,La Liga,29,1778.0,Center Attacking Midfield
6356,Michael Krohn-Dehli,Sevilla,La Liga,27,1736.0,Left Wing
3486,Fernando Llorente Torres,Sevilla,"La Liga, Serie A",24,1205.0,Center Forward
7788,Ciro Immobile,Torino,"La Liga, Serie A",22,1370.0,Left Center Forward
6401,Kevin Gameiro,Sevilla,La Liga,31,2152.0,Center Forward
23816,José Antonio Reyes Calderón,Sevilla,La Liga,24,1220.0,Right Wing
6841,Víctor Machín Pérez,Sevilla,La Liga,28,2117.0,Right Wing
6608,Nabil El Zhar,Las Palmas,La Liga,30,1760.0,Right Midfield
6929,José Vicente Gómez Umpiérrez,Las Palmas,La Liga,21,1515.0,Left Defensive Midfield
23800,Laureano Sanabria Ruiz,RC Deportivo La Coruña,La Liga,23,1603.0,Right Back
6869,Alejandro Arribas Garrido,RC Deportivo La Coruña,La Liga,31,2821.0,Right Center Back
6777,Sidnei Rechel da Silva Júnior,RC Deportivo La Coruña,La Liga,33,2985.0,Left Center Back
6913,Fernando Navarro i Corbacho,RC Deportivo La Coruña,La Liga,35,3036.0,Left Back
6733,Pedro Mosquera Parada,RC Deportivo La Coruña,La Liga,37,3390.0,Left Defensive Midfield
5582,Celso Borges Mora,RC Deportivo La Coruña,La Liga,24,1965.0,Right Defensive Midfield
6728,Federico Nicolás Cartabia,RC Deportivo La Coruña,La Liga,26,1390.0,Right Wing
5724,Fayçal Fajr,RC Deportivo La Coruña,La Liga,38,2934.0,Right Wing
7782,Luis Alberto Romero Alconchel,RC Deportivo La Coruña,La Liga,29,2151.0,Center Attacking Midfield
6732,Lucas Pérez Martínez,RC Deportivo La Coruña,La Liga,36,3233.0,Center Forward
6625,Vicente Guaita Panadero,Getafe,La Liga,38,3534.0,Goalkeeper
27403,Santiago Vergini,Getafe,La Liga,26,2278.0,Right Center Back
6856,Carlos Martín Vigaray,Getafe,La Liga,14,1228.0,Left Back
6627,Damián Nicolás Suárez Suárez,Getafe,La Liga,31,2720.0,Right Back
6745,Mehdi Lacen,Getafe,La Liga,31,2744.0,Left Defensive Midfield
6907,Pedro León Sánchez Gil,Getafe,La Liga,31,1879.0,Right Wing
6736,Álvaro Medrán Just,Getafe,La Liga,20,1528.0,Right Defensive Midfield
11675,Moisés Gómez Bordonado,Getafe,La Liga,22,970.0,Right Center Midfield
6720,Pablo Sarabia García,Getafe,La Liga,31,2592.0,Right Wing
24035,Álvaro Vázquez García,Getafe,La Liga,34,2040.0,Center Forward
23416,Stefan Šćepović,Getafe,La Liga,34,1902.0,Center Forward
25921,Rubén Gracia Calmache,RC Deportivo La Coruña,La Liga,18,904.0,Left Wing
6738,Juan Francisco Moreno Fuertes,RC Deportivo La Coruña,La Liga,35,2746.0,Right Back
6861,Juan Torres Ruiz,Getafe,La Liga,22,1979.0,Left Center Back
25881,Juan Antonio Rodríguez Villamuela,Getafe,La Liga,32,2575.0,Right Defensive Midfield
5577,Francisco Guillermo Ochoa Magaña,Málaga,La Liga,11,985.0,Goalkeeper
6569,Roberto José Rosales Altuve,Málaga,La Liga,35,3176.0,Right Back
6727,Raúl Albentosa Redal,Málaga,La Liga,29,2644.0,Right Center Back
6878,Miguel Torres Gómez,Málaga,La Liga,23,2021.0,Left Back
8234,Ignacio Camacho Barnola,Málaga,La Liga,23,2072.0,Right Defensive Midfield
6764,Pablo Fornals Malla,Málaga,La Liga,27,1357.0,Left Defensive Midfield
6563,Juan Pablo Añor Acosta,Málaga,La Liga,29,1668.0,Right Midfield
6740,Gonzalo Castro Irizábal,Málaga,La Liga,24,1444.0,Left Midfield
8419,Duje Čop,Málaga,La Liga,31,2074.0,Right Center Forward
6707,Charles Días Barbosa de Oliveira,Málaga,La Liga,35,3092.0,Left Center Forward
23843,Diego Mariño Villar,Levante UD,La Liga,23,2144.0,Goalkeeper
6787,Pedro López Muñoz,Levante UD,La Liga,17,1338.0,Right Back
27656,Carl Medjani,Levante UD,La Liga,14,1307.0,Right Center Back
7141,Giuseppe Rossi,Levante UD,"La Liga, Serie A",28,1574.0,Left Center Forward
25859,Sérgio Paulo Barbosa Valente,Málaga,La Liga,26,1136.0,Right Midfield
26211,Joan Verdú Fernández,Levante UD,"La Liga, Serie A",18,1139.0,Right Midfield
6792,Pau López Sabata,Espanyol,La Liga,36,3306.0,Goalkeeper
6791,Javier López Rodríguez,Espanyol,La Liga,31,2510.0,Right Back
6762,Álvaro González Soberón,Espanyol,La Liga,36,3334.0,Right Center Back
16456,Enzo Pablo Roco Roco,Espanyol,La Liga,33,2570.0,Left Center Back
6612,Rubén Duarte Sánchez,Espanyol,La Liga,22,1925.0,Left Back
5598,Óscar Esau Duarte Gaitán,Espanyol,La Liga,14,1239.0,Left Center Back
6758,Víctor Sánchez Mata,Espanyol,La Liga,29,2355.0,Right Defensive Midfield
6867,Papa Kouly Diop,Espanyol,La Liga,30,2560.0,Right Defensive Midfield
6838,Hernán Arsenio Pérez González,Espanyol,La Liga,32,2525.0,Right Wing
5719,Marco Asensio Willemsen,Espanyol,La Liga,34,2900.0,Center Attacking Midfield
6766,Gerard Moreno Balaguero,Espanyol,La Liga,32,1978.0,Center Forward
6675,Antonio Manuel Luna Rodríguez,Eibar,La Liga,15,1036.0,Left Back
26669,Weligton Róbson Pena de Oliveira,Málaga,La Liga,30,2687.0,Left Center Back
6580,José Luis García del Pozo,Málaga,La Liga,33,2822.0,Right Defensive Midfield
6927,David García Santana,Las Palmas,La Liga,19,1654.0,Right Back
6928,Pedro Taunausú Domínguez Placeres,Las Palmas,La Liga,27,2152.0,Center Attacking Midfield
6934,Jerónimo Figueroa Cabrera,Las Palmas,La Liga,23,1422.0,Left Midfield
6721,Willian José da Silva,Las Palmas,La Liga,30,1809.0,Center Forward
23848,Carlos Carmona Bonet,Sporting Gijón,La Liga,20,1235.0,Right Wing
6772,Mario Gaspar Pérez Martínez,Villarreal,La Liga,33,2974.0,Right Back
3324,Eric Bertrand Bailly,Villarreal,La Liga,25,2073.0,Right Center Back
6827,Daniele Bonera,Villarreal,La Liga,14,1011.0,Right Center Back
5588,Antonio Rukavina,Villarreal,La Liga,18,1406.0,Left Back
6771,Manuel Trigueros Muñoz,Villarreal,La Liga,31,2184.0,Right Defensive Midfield
6357,Jonathan dos Santos Ramírez,Villarreal,La Liga,26,1808.0,Right Midfield
18867,Matías Nahuel Leiva Esquivel,Villarreal,La Liga,20,1040.0,Right Midfield
6829,Samuel Castillejo Azuaga,Villarreal,La Liga,28,1749.0,Left Midfield
6761,Leonardo Carrilho Baptistão,Villarreal,La Liga,26,1325.0,Right Center Forward
6752,Víctor Ruíz Torre,Villarreal,La Liga,35,3102.0,Left Center Back
24173,Carlos Castro García,Sporting Gijón,La Liga,25,1071.0,Center Forward
6609,Denis Suárez Fernández,Villarreal,La Liga,33,2460.0,Left Midfield
6862,Cédric Bakambu,Villarreal,La Liga,34,1924.0,Right Center Forward
24138,Joaquín José Marín Ruiz,Rayo Vallecano,La Liga,27,2120.0,Right Back
27144,Antonio Amaya Carazo,Rayo Vallecano,La Liga,17,1074.0,Right Center Back
6914,Roberto Román Triguero,Rayo Vallecano,La Liga,29,2556.0,Left Back
11298,José Ignacio Martínez García,Rayo Vallecano,La Liga,22,1743.0,Left Back
26848,Roberto Trashorras Gayoso,Rayo Vallecano,La Liga,36,3209.0,Right Defensive Midfield
6713,Diego Javier Llorente Ríos,Rayo Vallecano,La Liga,33,2965.0,Right Center Back
4711,Pablo Hernández Domínguez,Rayo Vallecano,La Liga,27,1957.0,Center Attacking Midfield
6852,Jozabed Sánchez Ruiz,Rayo Vallecano,La Liga,27,2119.0,Center Attacking Midfield
11539,Adrián Embarba Blázquez,Rayo Vallecano,La Liga,28,1889.0,Right Wing
11542,Javier Guerra Rodríguez,Rayo Vallecano,La Liga,30,2150.0,Center Forward
8801,Iván López Mendoza,Levante UD,La Liga,13,990.0,Right Back
26012,David Navarro Pedrós,Levante UD,La Liga,20,1736.0,Right Center Back
27122,Simão Mate,Levante UD,La Liga,30,2233.0,Center Defensive Midfield
26685,Nicolás Ladislao Fedor Flores,Rayo Vallecano,La Liga,22,1590.0,Center Forward
7900,Tiago Manuel Dias Correia,Rayo Vallecano,La Liga,34,2288.0,Left Wing
6593,Martín Montoya Torralbo,Real Betis,"La Liga, Serie A",16,1468.0,Right Back
7161,Germán Alejandro Pezzella,Real Betis,La Liga,25,2240.0,Right Center Back
27349,Heiko Westermann,Real Betis,La Liga,20,1678.0,Left Center Back
27347,Juan Manuel Vargas Risco,Real Betis,La Liga,20,1776.0,Left Back
5671,Alfred John Momar N''Diaye,Real Betis,La Liga,34,3107.0,Left Defensive Midfield
27346,Petros Matheus dos Santos Araújo,Real Betis,La Liga,30,2406.0,Right Defensive Midfield
6651,Joaquín Sánchez Rodríguez,Real Betis,La Liga,30,2010.0,Right Midfield
6697,Daniel Ceballos Fernández,Real Betis,La Liga,34,2197.0,Center Attacking Midfield
6630,Jorge Molina Vidal,Real Betis,La Liga,23,963.0,Right Center Forward
6832,Rubén Castro Martín,Real Betis,La Liga,38,3481.0,Center Forward
3601,Charly Musonda Junior,Real Betis,La Liga,16,1267.0,Left Midfield
27092,Abdoul Karim Yoda,Getafe,La Liga,18,1031.0,Left Back
24132,Francisco Miguel Varela Martín,Real Betis,La Liga,14,953.0,Left Back
23806,Alejandro Bergantiños García,RC Deportivo La Coruña,La Liga,22,1802.0,Right Defensive Midfield
5201,Sergio Ramos García,Real Madrid,La Liga,23,1991.0,Left Center Back
5539,Carlos Henrique Casimiro,Real Madrid,La Liga,23,1582.0,Center Defensive Midfield
6576,Gorka Iraizoz Moreno,Athletic Club,La Liga,37,3352.0,Goalkeeper
6392,Íñigo Lekue Martínez,Athletic Club,La Liga,20,1204.0,Left Back
6386,Eneko Bóveda Altube,Athletic Club,La Liga,23,1530.0,Right Back
26087,Carlos Gurpegi Nausia,Athletic Club,La Liga,15,1181.0,Right Center Back
6789,Mikel Balenziaga Oruesagasti,Athletic Club,La Liga,34,2999.0,Left Back
6389,Mikel San José Domínguez,Athletic Club,La Liga,34,2770.0,Right Defensive Midfield
6396,Beñat Etxebarria Urkiaga,Athletic Club,La Liga,36,2976.0,Left Defensive Midfield
6393,Iñaki Williams Arthuer,Athletic Club,La Liga,25,1638.0,Right Wing
6391,Raúl García Escudero,Athletic Club,La Liga,31,2445.0,Center Attacking Midfield
6390,Markel Susaeta Laskurain,Athletic Club,La Liga,28,1956.0,Right Wing
6394,Aritz Aduriz Zubeldia,Athletic Club,La Liga,34,2866.0,Center Forward
3253,Adil Rami,Sevilla,La Liga,28,2500.0,Right Center Back
5737,Steven N''Kemboanza Mike Christopher Nzonzi,Sevilla,La Liga,28,1908.0,Right Defensive Midfield
8523,Yevhen Konoplyanka,Sevilla,La Liga,32,1692.0,Left Wing
6825,Daniel Filipe Martins Carriço,Sevilla,La Liga,14,1094.0,Left Center Back
6718,Sergio Escudero Palomo,Sevilla,La Liga,15,1211.0,Left Back
6842,Iker Muniain Goñi,Athletic Club,La Liga,20,1051.0,Left Wing
6378,Jan Oblak,Atlético Madrid,La Liga,38,3535.0,Goalkeeper
6375,Juan Francisco Torres Belén,Atlético Madrid,La Liga,35,3131.0,Right Back
6376,Stefan Savić,Atlético Madrid,La Liga,12,970.0,Right Center Back
5249,Diego Roberto Godín Leal,Atlético Madrid,La Liga,31,2734.0,Left Center Back
6320,Filipe Luís Kasmirski,Atlético Madrid,La Liga,32,2927.0,Left Back
6384,Gabriel Fernández Arenas,Atlético Madrid,La Liga,35,2962.0,Right Defensive Midfield
19668,Augusto Matías Fernández,Celta Vigo,La Liga,28,2250.0,Center Defensive Midfield
6381,Saúl Ñíguez Esclapez,Atlético Madrid,La Liga,31,2412.0,Right Midfield
5199,Jorge Resurrección Merodio,Atlético Madrid,La Liga,35,3052.0,Left Midfield
6382,Fernando José Torres Sanz,Atlético Madrid,La Liga,30,1751.0,Left Center Forward
5487,Antoine Griezmann,Atlético Madrid,La Liga,38,3112.0,Right Center Forward
6884,Sergio Álvarez Conde,Celta Vigo,La Liga,31,2824.0,Goalkeeper
6802,Jonathan Castro Otto,Celta Vigo,La Liga,36,3055.0,Left Back
6805,Hugo Mallo Novegil,Celta Vigo,La Liga,34,3040.0,Right Back
6804,Sergi Gómez Solà,Celta Vigo,La Liga,31,2713.0,Left Center Back
7577,Carles Planas Antolínez,Celta Vigo,La Liga,26,1751.0,Left Back
6797,Daniel Wass,Celta Vigo,La Liga,36,2768.0,Right Center Midfield
27341,Marcelo Alfonso Díaz Rojas,Celta Vigo,La Liga,14,1021.0,Left Defensive Midfield
7105,Fabián Ariel Orellana Valenzuela,Celta Vigo,La Liga,33,2989.0,Right Wing
6801,Pedro Pablo Hernández,Celta Vigo,La Liga,33,2362.0,Left Center Midfield
6724,Manuel Agudo Durán,Celta Vigo,La Liga,29,2549.0,Left Wing
6038,John Guidetti,Celta Vigo,La Liga,35,1330.0,Center Forward
5217,Iago Aspas Juncal,Celta Vigo,La Liga,35,2717.0,Center Forward
23785,Théo Bongonda Mbul''Ofeko Batombo,Celta Vigo,La Liga,23,1235.0,Left Wing
5633,Yannick Ferreira Carrasco,Atlético Madrid,La Liga,29,1541.0,Left Midfield
20669,Tiago Cardoso Mendes,Atlético Madrid,La Liga,14,1088.0,Left Defensive Midfield
6796,Nemanja Radoja,Celta Vigo,La Liga,30,1526.0,Left Defensive Midfield
6898,Jaume Doménech Sánchez,Valencia,La Liga,17,1579.0,Goalkeeper
6663,Antonio Barragán Fernández,Valencia,La Liga,24,1714.0,Right Back
27482,Aderllan Leandro de Jesus Santos,Valencia,La Liga,17,1567.0,Left Center Back
6592,Rúben Miguel Nunes Vezo,Valencia,La Liga,15,1130.0,Left Center Back
26780,Guilherme Magdalena Siqueira,Valencia,La Liga,15,1219.0,Left Back
10037,Danilo Barbosa da Silva,Valencia,La Liga,19,1401.0,Right Center Midfield
6595,Daniel Parejo Muñoz,Valencia,La Liga,33,2826.0,Right Center Midfield
10802,André Filipe Tavares Gomes,Valencia,La Liga,30,2445.0,Left Center Midfield
6594,Santiago Mina Lorenzo,Valencia,La Liga,26,1617.0,Right Wing
6402,Francisco Alcácer García,Valencia,La Liga,34,2504.0,Center Forward
6694,Gerónimo Rulli,Real Sociedad,La Liga,36,3291.0,Goalkeeper
6679,Aritz Elustondo Irribaria,Real Sociedad,La Liga,31,2669.0,Right Back
16622,Mikel González de Martín Martínez,Real Sociedad,La Liga,19,1596.0,Right Center Back
16539,Diego Antonio Reyes Rosales,Real Sociedad,La Liga,27,2379.0,Right Center Back
6674,Alberto De La Bella Madureño,Real Sociedad,La Liga,15,1286.0,Left Back
6671,Asier Illarramendi Andonegi,Real Sociedad,La Liga,33,2931.0,Left Defensive Midfield
6899,Rubén Pardo Gutiérrez,Real Sociedad,La Liga,28,1842.0,Left Defensive Midfield
6690,Xabier Prieto Argarate,Real Sociedad,La Liga,36,2452.0,Right Wing
6685,Mikel Oyarzabal Ugarte,Real Sociedad,La Liga,22,1552.0,Left Wing
6669,David Zurutuza Veillet,Real Sociedad,La Liga,16,1144.0,Left Wing
7005,João Pedro Cavaco Cancelo,Valencia,La Liga,28,2181.0,Right Back
8522,Armindo Tué Na Bangna,Real Sociedad,La Liga,32,1520.0,Left Wing
8584,Jonathas Cristian de Jesus,Real Sociedad,La Liga,27,1671.0,Center Forward
20542,Álvaro Negredo Sánchez,Valencia,La Liga,25,1215.0,Center Forward
5259,José María Giménez de Vargas,Atlético Madrid,La Liga,27,2506.0,Right Center Back
6377,Ángel Martín Correa,Atlético Madrid,La Liga,26,1013.0,Right Midfield
6778,Iván Ramis Barrios,Eibar,La Liga,23,1850.0,Left Center Back
17054,Emiliano Daniel Velázquez Maldonado,Getafe,La Liga,11,1001.0,Right Center Back
15893,Víctor Rodríguez Romero,Getafe,La Liga,33,2364.0,Center Attacking Midfield
6654,Antonio Adán Garrido,Real Betis,La Liga,36,3325.0,Goalkeeper
6872,Bruno González Cabrera,Real Betis,La Liga,32,2912.0,Left Center Back
16332,Ognjen Vranješ,Sporting Gijón,La Liga,11,941.0,Right Back
8697,Andrés Eduardo Fernández Moreno,Granada,La Liga,37,3453.0,Goalkeeper
4546,Dimitri Foulquier,Granada,La Liga,21,1594.0,Right Back
6702,David Rodríguez Lombán,Granada,La Liga,31,2729.0,Left Center Back
7158,Cristiano Biraghi,Granada,La Liga,32,2913.0,Left Back
3160,Rene Krhin,Granada,La Liga,24,1504.0,Right Defensive Midfield
6599,Rubén Salvador Pérez Del Mármol,Granada,La Liga,31,2545.0,Right Defensive Midfield
6918,Isaac Ajayi Success,Granada,La Liga,30,2480.0,Right Wing
6847,Adalberto Peñaranda Maestre,Granada,La Liga,23,1705.0,Right Center Forward
27109,Youssef El-Arabi,Granada,La Liga,35,2604.0,Center Forward
25707,Francisco Manuel Rico Castro,Granada,La Liga,28,1522.0,Left Defensive Midfield
20064,Hugo Miguel Almeida Costa Lopes,Granada,La Liga,26,2035.0,Right Back
22819,Bruno Soriano Llido,Villarreal,La Liga,31,2693.0,Left Defensive Midfield
6622,Tomás Pina Isla,Villarreal,La Liga,27,1696.0,Right Defensive Midfield
26009,Roberto Soldado Rillo,Villarreal,La Liga,28,2303.0,Left Center Forward
6605,Joseba Zaldúa Bengoetxea,Real Sociedad,La Liga,13,945.0,Right Back
6665,Íñigo Martínez Berridi,Real Sociedad,La Liga,30,2787.0,Left Center Back
3023,Yuri Berchiche Izeta,Real Sociedad,La Liga,21,1897.0,Left Back
6633,Markel Bergara Larrañaga,Real Sociedad,La Liga,20,1388.0,Right Defensive Midfield
5560,Carlos Alberto Vela Garrido,Real Sociedad,La Liga,35,2819.0,Right Wing
6935,Adrián Marín Gómez,Villarreal,La Liga,11,962.0,Left Back
21210,Mariano Ferreira Filho,Sevilla,La Liga,23,1755.0,Right Back
5504,Éver Maximiliano David Banega,Sevilla,La Liga,25,1764.0,Center Attacking Midfield
26723,Álvaro Cejudo Carmona,Real Betis,La Liga,30,1931.0,Left Wing
6788,Xabier Etxeita Gorritxategi,Athletic Club,La Liga,30,2564.0,Right Center Back
27241,Víctor Guillermo Álvarez Delgado,Espanyol,La Liga,27,1997.0,Left Back
27148,Abraham González Casanova,Espanyol,La Liga,20,1144.0,Left Center Midfield
6624,Jorge Franco Alviz,Espanyol,La Liga,26,1044.0,Left Wing
4498,Jean-Sylvain Claude Babin,Granada,La Liga,25,2319.0,Right Center Back
19454,Ricardo Miguel Moreira da Costa,Granada,La Liga,14,1295.0,Left Center Back
3292,Abdoulaye Doucouré,Granada,La Liga,15,1204.0,Left Defensive Midfield
6680,Rubén Rochina Naixes,Granada,La Liga,35,2538.0,Center Attacking Midfield
27054,Roberto Lago Soto,Getafe,La Liga,17,1402.0,Left Back
24255,Juan Carlos Martín Corral,Rayo Vallecano,La Liga,21,1867.0,Goalkeeper
26222,José Eduardo Rosa Vale de Castro,Rayo Vallecano,La Liga,22,1763.0,Right Center Back
26607,José Raúl Baena Urdiales,Rayo Vallecano,La Liga,24,1889.0,Left Defensive Midfield
26690,Alberto Mateus Contreiras Gonçalves,Rayo Vallecano,La Liga,28,1032.0,Center Forward
6649,Óscar de Marcos Arana,Athletic Club,La Liga,34,2975.0,Right Back
25144,Diego Alves Carreira,Valencia,La Liga,13,1209.0,Goalkeeper
3638,Shkodran Mustafi,Valencia,La Liga,30,2769.0,Right Center Back
4406,Aymen Abdennour,Valencia,La Liga,22,1918.0,Left Center Back
6751,Javier Fuego Martínez,Valencia,La Liga,26,2108.0,Center Defensive Midfield
5718,Rodrigo Moreno Machado,Valencia,La Liga,25,1419.0,Right Wing
6596,José Luis Gayà Peña,Valencia,La Liga,20,1493.0,Left Back
5741,Enzo Nicolás Pérez,Valencia,La Liga,20,1277.0,Center Defensive Midfield
6865,Francisco José Molinero Calderón,Real Betis,La Liga,21,1230.0,Right Back
26448,Javier Garrido Behovide,Las Palmas,La Liga,18,1626.0,Left Back
3379,Alphonse Areola,Villarreal,La Liga,32,2984.0,Goalkeeper
6734,Luis Carlos Correia Pinto,RC Deportivo La Coruña,La Liga,20,1147.0,Left Back
6794,Gustavo Daniel Cabral Cáceres,Celta Vigo,La Liga,31,2763.0,Right Center Back
6873,Francisco Portillo Soler,Real Betis,La Liga,19,1012.0,Left Midfield
5202,José Ignacio Fernández Iglesias,Real Madrid,La Liga,16,1203.0,Left Center Back
5200,Lucas Vázquez Iglesias,Real Madrid,La Liga,25,1294.0,Right Wing
7781,Felipe Salvador Caicedo Corozo,Espanyol,La Liga,31,2189.0,Center Forward
18724,Sofiane Feghouli,Valencia,La Liga,21,1318.0,Right Wing
4353,Aymeric Laporte,Athletic Club,La Liga,26,2280.0,Left Center Back
3063,Danilo Luiz da Silva,Real Madrid,La Liga,24,2100.0,Right Back
6743,Manuel Rolando Iturra Urrutia,Udinese,"La Liga, Serie A",23,1445.0,Center Defensive Midfield
18398,Omar Mascarell González,Sporting Gijón,La Liga,26,1841.0,Right Defensive Midfield
6744,Luciano Vietto,Atlético Madrid,La Liga,19,984.0,Right Center Forward
6559,Juan Carlos Pérez López,Málaga,La Liga,19,1294.0,Left Midfield
27305,Germán Darío Lux,RC Deportivo La Coruña,La Liga,29,2640.0,Goalkeeper
6666,Sabin Merino Zuloaga,Athletic Club,La Liga,22,1168.0,Left Wing
26103,Idriss Carlos Kameni,Málaga,La Liga,28,2550.0,Goalkeeper
6573,Bernardo José Espinosa Zúñiga,Sporting Gijón,La Liga,16,1383.0,Left Center Back
7034,Mateo Pablo Musacchio,Villarreal,La Liga,13,1041.0,Right Center Back
6677,Imanol Agirretxe Arruti,Real Sociedad,La Liga,16,1197.0,Center Forward
6828,Jaume Vicent Costa Jordá,Villarreal,La Liga,18,1592.0,Left Back
19431,Fernando Damián Tissone,Málaga,La Liga,12,1021.0,Right Defensive Midfield
27335,Arthur Etienne Boka,Málaga,La Liga,14,1074.0,Left Back
24783,Javier Márquez Moreno,Granada,La Liga,19,1358.0,Center Attacking Midfield
6614,Alexis Ruano Delgado,Getafe,La Liga,15,1394.0,Left Center Back
26020,Ángel Lafita Castillo,Getafe,La Liga,14,1031.0,Left Wing
11634,Cristiano Piccini,Real Betis,La Liga,16,1467.0,Right Back
6673,Sergio Canales Madrazo,Real Sociedad,La Liga,16,921.0,Center Attacking Midfield
27184,Marcos Alberto Angeleri,Málaga,La Liga,13,1148.0,Right Center Back
4691,Claudio Andrés Bravo Muñoz,Barcelona,La Liga,32,2952.0,Goalkeeper
4324,Daniel Alves da Silva,Barcelona,La Liga,29,2195.0,Right Back
5213,Gerard Piqué Bernabéu,Barcelona,La Liga,30,2643.0,Right Center Back
10609,Jérémy Mathieu,Barcelona,La Liga,21,1308.0,Left Center Back
5211,Jordi Alba Ramos,Barcelona,La Liga,31,2657.0,Left Back
5203,Sergio Busquets i Burgos,Barcelona,La Liga,35,2963.0,Center Defensive Midfield
6379,Sergi Roberto Carnicer,Barcelona,La Liga,31,1970.0,Right Back
5216,Andrés Iniesta Luján,Barcelona,La Liga,28,2300.0,Left Center Midfield
4320,Neymar da Silva Santos Junior,Barcelona,La Liga,34,3129.0,Left Wing
5246,Luis Alberto Suárez Díaz,Barcelona,La Liga,35,3233.0,Center Forward
