player_id,player_name,primary_team,n_matches_played,total_minutes_played,sub_cluster_id,shots_p90,np_goals_p90,avg_shot_distance,dribbles_p90,dribble_success_rate,touches_p90,touches_in_box_p90,key_passes_p90,assists_p90,aerial_won_p90,pressures_p90,fouls_won_p90,avg_location_x,avg_location_y,std_location_x,std_location_y,passes_p90
5198,Diego da Silva Costa,Chelsea,28,2468.0,2,2.552674230145867,0.4376012965964343,13.682799986268169,3.792544570502431,0.4519230769230769,137.0421393841167,21.73419773095624,0.7293354943273905,0.1823338735818476,2.2244732576985413,12.179902755267422,2.151539708265802,83.241857370942,35.682490686535395,20.946785549651896,20.65799194396149,29.829821717990274
3668,Theo Walcott,Arsenal,28,1430.0,0,2.8951048951048954,0.3146853146853147,15.267859880621032,3.0209790209790213,0.5416666666666666,96.73426573426576,15.041958041958043,0.8181818181818182,0.1258741258741259,0.5034965034965035,9.566433566433568,1.7622377622377623,78.90761223162005,37.8772283669486,26.11195107414282,24.39992111233397,20.95804195804196
3604,Olivier Giroud,Arsenal,38,2541.0,2,3.648170011806376,0.5312868949232586,12.451824472200958,1.0271546635183,0.4827586206896552,117.34356552538372,22.73907910271547,0.9208972845336484,0.2125147579693034,5.560802833530107,15.088547815820544,1.2750885478158207,81.69468759432537,36.46622396619379,22.556408858506472,19.697060892584016,29.220779220779225
11117,Scott Sinclair,Aston Villa,27,1668.0,0,0.9172661870503596,0.0539568345323741,17.66887209827546,3.345323741007194,0.532258064516129,93.39928057553956,8.848920863309353,0.2158273381294964,0.0,0.4316546762589928,11.06115107913669,1.2410071942446042,75.70335066435587,37.79145002888504,24.505073462433767,24.57446920993385,19.10071942446043
3450,Jordan Ayew,Aston Villa,30,2450.0,0,2.2408163265306125,0.2204081632653061,20.444734684386543,5.8040816326530615,0.5379746835443038,139.29795918367347,9.918367346938776,0.5142857142857143,0.0,2.3877551020408165,25.677551020408167,1.8000000000000005,76.71635021097048,33.10770042194093,21.96968847238285,23.666394010736703,30.269387755102045
19362,Rudy Gestede,Aston Villa,32,1799.0,1,3.1517509727626463,0.2501389660922735,13.98406220320918,1.000555864369094,0.65,106.50917176209006,16.008893829905503,0.5503057254030017,0.0500277932184547,12.707059477487494,9.505280711506392,0.7003891050583658,77.90821982151246,40.543400657585735,21.372304503494703,20.041442616744938,29.71650917176209
3237,Sergio Leonel Agüero del Castillo,Manchester City,30,2412.0,2,4.402985074626866,0.7462686567164178,16.11528320240619,4.141791044776119,0.5765765765765766,141.00746268656715,23.619402985074625,0.8955223880597014,0.0746268656716417,0.3731343283582089,10.373134328358208,1.716417910447761,85.32635617888329,39.52849960306959,19.93034307280968,20.894618339984824,27.61194029850746
3598,Wilfried Guemiand Bony,Manchester City,26,1291.0,1,4.252517428350116,0.278853601859024,14.770909406115624,1.7428350116189002,0.6,121.16189000774594,17.079783113865222,0.557707203718048,0.209140201394268,4.670797831138652,6.8319132455460885,1.603408210689388,79.27313003452242,41.213636363636375,19.95935535124265,19.87400715569784,27.74593338497289
3347,André Ayew Pelé,Swansea City,34,3005.0,0,2.0665557404326123,0.3594009983361065,15.922201491949448,2.48585690515807,0.4939759036144578,126.11980033277872,10.602329450915144,0.5091514143094842,0.059900166389351,1.707154742096506,17.94009983361065,2.425956738768719,73.66684872951794,49.88909997625269,22.00074291227795,20.973906789507257,32.88519134775375
20521,Bafétimbi Gomis,Swansea City,33,1806.0,1,2.9401993355481726,0.2491694352159468,18.83333857762932,2.3421926910299,0.6808510638297872,117.35880398671095,14.850498338870432,0.6976744186046512,0.0,2.691029900332226,10.3156146179402,1.2956810631229236,77.53622080679403,47.92963906581741,21.55935017046903,18.93698423869449,24.867109634551497
7171,Fabio Borini,Sunderland,26,1953.0,0,2.2580645161290325,0.184331797235023,20.25372434138802,1.8433179723502304,0.425,109.67741935483872,9.953917050691244,0.6912442396313364,0.0921658986175115,1.6129032258064515,17.51152073732719,2.3963133640553,75.12113445378154,42.30445378151261,24.90662669521628,23.998161981350925,27.649769585253456
22281,Duncan Watmore,Sunderland,23,1000.0,0,1.53,0.27,15.967644669188042,3.6,0.55,93.87,12.51,0.8099999999999999,0.09,0.72,14.04,1.62,81.52281879194634,45.29856184084372,25.375768424200388,24.44461499288337,15.66
9554,Steven Fletcher,Sunderland,16,1038.0,1,1.9942196531791907,0.3468208092485549,14.468987211992578,2.254335260115607,0.5384615384615384,110.28901734104046,12.398843930635838,0.8670520231213873,0.0,7.456647398843931,12.398843930635838,1.3872832369942196,78.67806603773586,42.716037735849056,20.458353886470587,20.283233712479227,25.491329479768787
3380,Christian Benteke Liolo,Liverpool,29,1634.0,2,3.525091799265606,0.4406364749082007,14.009927036485886,1.156670746634027,0.5238095238095238,114.124847001224,22.63769889840881,1.2668298653610772,0.1652386780905752,7.270501835985312,8.922888616891065,1.4871481028151774,82.30313706563709,37.6084942084942,21.160825720612102,19.211480169926137,27.15422276621787
3842,Shane Long,Southampton,28,2210.0,1,2.565610859728507,0.4072398190045249,15.170011026059418,1.1809954751131222,0.4137931034482758,109.75113122171946,14.823529411764708,1.2217194570135748,0.1628959276018099,5.009049773755656,14.619909502262445,1.832579185520362,82.73614100185529,38.93922077922078,21.778983076501472,22.14429056410748,26.429864253393667
3529,Daniel Andre Sturridge,Liverpool,14,1020.0,2,4.235294117647059,0.7058823529411765,21.008361574427123,3.2647058823529416,0.5405405405405406,131.2058823529412,18.08823529411765,0.4411764705882353,0.088235294117647,0.6176470588235294,8.73529411764706,1.2352941176470589,82.36018829858774,43.04068594485542,19.88475104801705,21.22794260108295,28.85294117647059
3671,José Leonardo Ulloa,Leicester City,29,1078.0,0,2.7551020408163263,0.4174397031539889,12.540156975697467,2.504638218923933,0.5666666666666667,132.57884972170686,15.77922077922078,0.75139146567718,0.0834879406307977,6.01113172541744,21.20593692022264,1.5862708719851577,78.85176322418135,43.13904282115869,25.216794325104484,23.831517392941127,33.06122448979592
10960,Jamie Vardy,Leicester City,36,3253.0,1,3.2646787580694743,0.5256686135874578,15.11366971746898,2.102674454349831,0.5131578947368421,93.65201352597605,15.853058715032278,0.9960036889025516,0.1383338456809099,3.0986781432523824,13.63971718413772,0.9406701506301876,84.48070901033974,38.0909601181684,21.02872713535105,21.351803035676696,18.785736243467568
3346,Joshua King,AFC Bournemouth,31,1965.0,0,2.564885496183206,0.2748091603053435,15.703022892348216,4.717557251908397,0.5533980582524272,117.57251908396948,17.17557251908397,0.9618320610687024,0.0916030534351145,1.83206106870229,27.16030534351145,1.4198473282442747,81.33280093494349,43.089014413712505,23.1030588382279,22.163506771580494,20.931297709923665
3810,Shinji Okazaki,Leicester City,36,2104.0,1,1.88212927756654,0.2138783269961977,12.66010134157541,1.92490494296578,0.5111111111111111,100.8222433460076,13.00380228136882,0.7271863117870722,0.0,3.165399239543726,22.029467680608363,2.4382129277566538,76.72032244378448,41.24577853203223,24.191829325008555,22.584924916262768,22.2861216730038
4041,José Salomón Rondón Giménez,West Bromwich Albion,34,2634.0,1,2.4601366742596813,0.3075170842824601,16.033706854443963,1.5034168564920274,0.4772727272727273,114.70387243735765,14.863325740318906,0.8200455580865604,0.0683371298405467,4.817767653758542,17.66514806378132,1.366742596810934,82.47381590705987,42.16047065832589,22.11425761263952,21.93241252644979,22.61958997722096
4630,Saido Berahino,West Bromwich Albion,31,1834.0,0,1.7666303162486368,0.1962922573609596,16.14240162706836,2.1592148309705563,0.6818181818181818,105.06543075245364,11.777535441657578,0.8833151581243184,0.0,0.7360959651035986,13.004362050163577,1.3740458015267176,78.64652031760859,37.72045773003269,23.94474749384177,21.01093845534121,23.21155943293348
