event_id,match_id,season_id,team_id,team_name,player_id,player_name,period,minute,second,play_pattern,location_x,location_y,distance_to_goal,angle_to_goal,under_pressure,body_part,technique,shot_type,first_time,aerial_won,open_goal,n_teammates_in_frame,n_opponents_in_frame,keeper_x,keeper_y,end_location_x,end_location_y,outcome,statsbomb_xg
dc74ff7e-a9b4-4134-82d6-31002c068379,3857256,106,773,Switzerland,6983,Remo Freuler,1,13,35,From Free Kick,107.8,35.9,12.87050892544658,0.3242075519094684,False,Left Foot,Half Volley,Open Play,True,False,False,4,8,118.7,37.2,113.3,34.4,Blocked,0.09611784
546c1d65-f1b5-4c42-8983-b743be29f3f8,3857256,106,773,Switzerland,3533,Xherdan Shaqiri,1,19,11,From Free Kick,107.5,50.6,16.38932579455299,-0.7033318146493246,False,Left Foot,Normal,Open Play,True,False,False,5,8,119.3,41.5,120.0,43.1,Goal,0.06969889
dd7a567d-a8c3-49a4-8343-0596106ffd60,3857256,106,773,Switzerland,3500,Granit Xhaka,1,21,11,Regular Play,97.3,33.7,23.558013498595336,0.270719629256214,False,Left Foot,Normal,Open Play,True,False,False,5,8,117.7,38.6,116.9,38.7,Saved,0.04476528
a74e75d9-6758-403a-8d8e-01e0d502185e,3857256,106,786,Serbia,18015,Dušan Vlahović,1,22,15,From Free Kick,109.6,35.4,11.371895180663605,0.41643861719159175,False,Head,Normal,Open Play,False,False,False,5,10,119.1,38.9,118.4,38.7,Saved,0.08628477
92e8f2c9-a5de-4e1b-9b4b-b3b6bf96aec9,3857256,106,786,Serbia,4269,Aleksandar Mitrović,1,25,56,Regular Play,108.3,38.6,11.783462988442746,0.1190918852491659,False,Head,Normal,Open Play,False,False,False,3,6,117.5,39.0,120.0,43.3,Goal,0.06371751
79448005-35d9-4975-812d-664f6d14c180,3857256,106,773,Switzerland,3533,Xherdan Shaqiri,1,29,53,From Free Kick,107.7,49.2,15.360013020827815,-0.6421990261958104,True,Left Foot,Normal,Open Play,False,False,False,3,8,113.0,45.8,120.0,44.5,Off T,0.3934682
ddb6f298-8ac3-4d35-bfb7-f03f76b54c1e,3857256,106,786,Serbia,18015,Dušan Vlahović,1,34,28,From Counter,106.2,31.8,16.05241414865689,0.5361460220122347,False,Left Foot,Normal,Open Play,True,False,False,4,8,116.5,38.4,120.0,43.7,Goal,0.15928414
e6e3bb64-8cf1-456d-a360-cadea068cd79,3857256,106,773,Switzerland,30401,Ruben Vargas,1,37,26,From Throw In,101.0,47.3,20.354115063052973,-0.3668211001467812,False,Right Foot,Normal,Open Play,True,False,False,6,10,117.6,41.4,105.9,45.2,Blocked,0.0683221
70fe857d-6f28-4b38-8ad7-a655328ec176,3857256,106,773,Switzerland,5545,Breel-Donald Embolo,1,43,41,Regular Play,114.4,36.9,6.4007812023221,0.5055810548742058,False,Right Foot,Normal,Open Play,True,False,True,4,8,118.2,41.4,120.0,37.8,Goal,0.72697556
bb4f3b52-4f46-4588-8b76-575dfe790a5b,3857256,106,786,Serbia,4269,Aleksandar Mitrović,1,47,38,From Throw In,101.7,33.7,19.35406933954717,0.33155416187593806,False,Right Foot,Volley,Open Play,True,False,False,4,8,117.4,38.8,105.3,37.4,Wayward,0.056521177
f18182b3-c83e-4ca4-82c4-810effcfdef7,3857256,106,773,Switzerland,6983,Remo Freuler,2,47,38,From Free Kick,107.2,41.2,12.856126943990555,-0.0934767811585897,False,Left Foot,Half Volley,Open Play,True,False,False,4,9,117.4,40.7,120.0,42.7,Goal,0.15381548
47b4c58a-45ab-446e-83a0-9bd17ab26c31,3857256,106,773,Switzerland,5537,Fabian Lukas Schär,2,56,32,From Free Kick,110.7,30.5,13.294359706281455,0.7960360599729899,False,Right Foot,Volley,Open Play,True,False,False,8,11,118.2,38.1,114.1,35.7,Blocked,0.07925899
4f4b1082-2b10-4302-a247-bb1f702f3690,3857256,106,773,Switzerland,5545,Breel-Donald Embolo,2,56,33,From Free Kick,116.1,39.3,3.962322551231796,0.17759616728348834,False,Right Foot,Half Volley,Open Play,True,False,False,6,11,118.0,38.4,120.0,38.8,Off T,0.6647709
ecf1da18-0ccb-4108-9406-5e76636dfdcd,3857256,106,786,Serbia,3831,Dušan Tadić,2,60,6,Regular Play,107.4,31.7,15.088074761214562,0.5824879535685715,False,Left Foot,Half Volley,Open Play,False,False,False,6,10,117.9,38.2,120.0,37.1,Off T,0.061684445
ce3f29de-9ef9-4f98-88a2-12d09c20c0c3,3857256,106,786,Serbia,4269,Aleksandar Mitrović,2,70,49,Regular Play,106.2,25.8,19.801010075246158,0.799682905984845,False,Right Foot,Normal,Open Play,False,False,False,4,8,117.7,37.0,107.5,27.4,Blocked,0.03203667
2d49a2a9-4a1d-4198-aa2c-b09ca2ed4565,3857256,106,786,Serbia,6319,Luka Jović,2,72,0,Regular Play,102.2,43.2,18.08535318980528,-0.17787526300607673,True,Head,Normal,Open Play,False,True,False,6,11,116.7,40.5,103.1,43.1,Blocked,0.02594082
